"A_1";"A_2";"A_3";"A_4";"A_5";"A_6";"A_7";"A_8";"A_9";"A_10";"CP_1";"CP_2";"CP_3";"CP_4";"CP_5";"CP_6";"CP_7";"CP_8";"CP_9";"CP_10";"FREQ_nm_1";"FREQ_nm_2";"FREQ_nm_3";"FREQ_nm_4";"FREQ_nm_5";"FREQ_nm_6";"FREQ_nm_7";"FREQ_nm_8";"FREQ_nm_9";"FREQ_nm_10";"A_vs_CP_1";"A_vs_CP_2";"A_vs_CP_3";"A_vs_CP_4";"A_vs_CP_5";"A_vs_CP_6";"A_vs_CP_7";"A_vs_CP_8";"A_vs_CP_9";"A_vs_CP_10";"A_vs_FREQ_nm_1";"A_vs_FREQ_nm_2";"A_vs_FREQ_nm_3";"A_vs_FREQ_nm_4";"A_vs_FREQ_nm_5";"A_vs_FREQ_nm_6";"A_vs_FREQ_nm_7";"A_vs_FREQ_nm_8";"A_vs_FREQ_nm_9";"A_vs_FREQ_nm_10";"CP_vs_FREQ_nm_1";"CP_vs_FREQ_nm_2";"CP_vs_FREQ_nm_3";"CP_vs_FREQ_nm_4";"CP_vs_FREQ_nm_5";"CP_vs_FREQ_nm_6";"CP_vs_FREQ_nm_7";"CP_vs_FREQ_nm_8";"CP_vs_FREQ_nm_9";"CP_vs_FREQ_nm_10"
0;0.039319700926;0.108101129025113;0.284444771990867;0.278631560641478;0.141961642406417;0.0929917381002201;0.0513148688454427;0.00352710714625483;0;0.0485143861605904;0.0566579962482739;0.0213245547354227;0.0440860188212322;0.12112438419447;0.17433945665728;0.166836674186287;0.139517629552742;0.105749922142235;0.110305097680717;0.0324731045162582;0.0516200194004507;0.0649750035342162;0.106812493029837;0.156857035414701;0.170199181326813;0.143958381741051;0.111804219534847;0.082839679124855;0.0668209524546419;0;0.00200311512591832;0.0189427705159904;0.0511257420999651;0.0160806482852772;0.00422494112171346;0.00556438973589149;0.01108158491495;0.00732161242136647;0;0;0.00114717074994096;0.00523820470411434;0.0223891110129164;0.00890074938039143;0.00327717295561515;0.00290805497228203;0.00621783915541929;0.00549903847703822;0;0.00081389146517952;0.000350412499019276;0.00636681075542736;0.00700783138505899;0.00154507253784633;6.94011452170792e-05;0.000441086752257896;0.00076594222033918;0.000728245938037612;0.00276224912220075
0.0207676067840693;0.0692560474637833;0.11524550716759;0.0955952626945792;0.0255539096926557;0.108803551085526;0.138268481125419;0.250938557700595;0.107032587944182;0.0634215505211675;0.0107385766851422;0.0101134801036249;0.00454202738164544;0.0261916281301741;0.00850374557319481;0.128565692319022;0.114515183039772;0.334555106342881;0.198447865568006;0.159227068213414;0.0150564411863407;0.0345506180472844;0.0607599487071859;0.0509952483675782;0.00990263043714718;0.12399579240343;0.119612841615168;0.294605722402729;0.164052544852952;0.12141347245324;0.00165279029179326;0.0138632646467184;0.0329368900970864;0.0121492041713584;0.00373772659242064;0.00238182119925067;0.00231845162715493;0.00577400127418877;0.00832068428204487;0.011608674307596;0.000781800087908919;0.0044445871667695;0.00520331387212846;0.00362991298106269;0.00276549005616981;0.00164148021616258;0.00119150497565576;0.00128886976862767;0.00330799740456433;0.00492747861885893;0.000493278951992748;0.00390484422708086;0.0155731263335359;0.00360415765007084;0.00014221419680984;0.000147489457032861;0.00109886612708499;0.00181699860294738;0.00149576026426173;0.00177158707999045
0.022217562953452;0.0145824229870307;0.0115101384749336;0.12871595543512;0.234399572624488;0.18637670853637;0.143787360020238;0.142756705040598;0.0884530815944343;0.0260328317652914;0.0407830838729989;0.03471694228766;0.0229318706078685;0.12094320852777;0.133816323974277;0.134709517495303;0.138966085169755;0.159825779788399;0.131918930081871;0.0754182683519289;0.0377549326622352;0.027375018039506;0.0207133881129873;0.132176279626034;0.167851178924588;0.143410955750691;0.131101426043362;0.161049090578115;0.117866989593518;0.0580678993527609;0.00143547964705997;0.00229775286372595;0.00184057758263841;0.000325401365408942;0.00711438100824825;0.00374164715868929;0.000531076509842388;0.00236333394657666;0.0021939062861618;0.00779407537154575;0.00116349159185364;0.00110624424374896;0.00160043518184381;0.000267106635907513;0.00313595623082615;0.002347291063509;0.00133989541578358;0.0028159938936121;0.00124250146890294;0.00428144241667284;8.2293101344843e-05;0.000308076532199157;0.000138073971175286;0.000131141488822897;0.00121403855515404;0.000300959023588481;0.000343225543724935;6.69018793483004e-05;0.000285190545560024;0.000627029432873459
0.0535319140500315;0.233536673324624;0.167126441324444;0.134677834078832;0.164872861804241;0.18176917330626;0.0358656894144657;0.0256539418293041;0;0;0.00631705883545227;0.0388559129943101;0.157250562589153;0.170690049169305;0.14864857987165;0.250236443869278;0.0743022047785897;0.0388933192427352;0.0508132673601931;0.0631342489979731;0.0144504189548781;0.085803164159463;0.149611803082262;0.174049770420632;0.159791968065448;0.238545726828683;0.0631826056143817;0.0401119908024601;0.0287395317662132;0.0446376789159546;0.00493461005712015;0.0399285948107022;0.00294817684978417;0.00226094918540896;0.000919550567255931;0.00281451811906048;0.00365289533670975;0.000795470384349056;0;0;0.00605848147320107;0.0186167924536705;0.0017187558651805;0.00195698207379991;0.000368695420285305;0.00200050007399101;0.00216410705674817;0.00053280721765956;0;0;0.000185113705165997;0.00496315654361346;0.000476653821231259;8.97371956300102e-05;0.000170192147518457;9.95898838289772e-05;0.000239258393125168;0.000494903192651799;0.00162331989462833;0.00088710311086202
0.0997980849099648;0.0958007412077305;0.0756930314224667;0.0393245965207812;0.0490125496417626;0.131568192346585;0.16629143859503;0.120817220581369;0.103706957989716;0.104071705211691;0.0709712338207778;0.045385276609785;0.0409442837775304;0.033308974738557;0.0524566115436815;0.118111287485161;0.180019101630971;0.160691230744732;0.101322638109115;0.181956863565979;0.0806338150587881;0.0628075555757665;0.0572152371406323;0.0338866328379816;0.0386205357449847;0.142111370004963;0.172941857688203;0.14521081175373;0.0909584864535367;0.161038964232979;0.00214566280994235;0.00489998918282233;0.00319951038967455;0.000526077309395131;0.000412057778945829;0.00103924347134277;0.00950722634695087;0.0114425688711439;0.00222400834374822;0.0116201214479496;0.00128370541875217;0.00205992575607829;0.000703205255500728;0.000219694356212756;0.000355806272486743;0.000676046417124578;0.0040583151210973;0.00512033830096737;0.00120381384248019;0.0047092738524775;0.000247992718702741;0.000837979119050742;0.00101108626815851;0.000189485756990374;0.000890008563343069;0.000720055470945273;0.00118957800505922;0.00134684791969478;0.000833861510756002;0.00221289983546674
0.0392232670970552;0.00461821225258953;0.011494182418515;0.0194331486471195;0.0221696872799185;0.113182298736838;0.217642408379199;0.238885690517555;0.156045246394523;0.166277222160253;0;0.0641756744756454;0.0231848404888535;0.0229376295290223;0.0067128613823155;0.0398180790780117;0.198870113328208;0.236528653696626;0.126910661214611;0.266203987406492;0.0177081577964346;0.0299703838552071;0.0134318521481413;0.0219550508765583;0.00303559927604127;0.0876143778557797;0.183237850570043;0.249069906430806;0.170780779824699;0.209737055096283;0;0.0167483688634476;0.00174600950678337;0.000389175666644338;0.00235945698901892;0.0100038625445392;0.00418959601421266;0.00184791802131148;0.00166491936790346;0.00802225078275816;0.00254439357739277;0.00622220686796242;0.0014752507623293;0.00195436800340739;0.00481122984603887;0.00609676118849968;0.00762340047448798;0.0125339195235096;0.00695205827635603;0.0144169763037739;0;0.00415473956629989;0.00327438333968487;0.00129680496995902;0.000782222809469151;0.00562786365348698;0.00316889843456712;0.00563854489126062;0.00426525744506921;0.00905077800417441
0.0378951646813417;0.00440651763520177;0.00621655021020706;0.0789057132153742;0.20618814507024;0.120267217194377;0.0719445904493003;0.0729647191808701;0.150818389907908;0.236119765155427;0.0500101543947469;0.00726473125223425;0.00364723248161698;0.0336984057206016;0.0618438648059523;0.112118733156866;0.169456402145832;0.146949457770338;0.21637590505164;0.181787312361692;0.0483783256072203;0.00466034166824666;0.00236828424745488;0.04873240779027;0.116806871736895;0.111529130016511;0.137020961061544;0.113113269790052;0.194054453770445;0.206581752246302;0.000743574880677413;0.000256690548216269;0.000219946215024031;0.00475267686506096;0.0205897577563204;0.00381757530890006;0.0101987785703493;0.00639210651759385;0.00426077639964877;0.00197183047257051;0.000467190255580061;0.00016519307247813;0.000537496886810899;0.0018681423381816;0.00630559015991208;0.00132009652286534;0.00518422544190618;0.00221280881391005;0.00205571172066593;0.000538110164656527;0.000109231328057522;0.000184502634099859;0.0001331737619387;0.000877449588165688;0.00432809080231942;0.000686547483383828;0.000870360215080386;0.00113334325410982;0.000413840550897608;0.000455886920214936
0.0435357175606441;0.0623461091340074;0.0553441718843027;0.0573702958270116;0.299426201107737;0.233487257642517;0.0276104943298067;0.0285594942495117;0.0457669200737603;0.139421175517157;0.127604126637332;0.204411410763301;0.0170458774226577;0.0362767441452777;0.0372078116579228;0.131921276694533;0.113839740712455;0.093826443776296;0.0702732680766502;0.158615703096478;0.109006188921593;0.176947323402586;0.0323639387846065;0.0384868457529283;0.0920445008942808;0.141160625063487;0.0948375622693269;0.0828346471704267;0.0602244895604793;0.163445345527127;0.011536163213674;0.0211648166096219;0.00671998897659994;0.00438669682598949;0.058989401272708;0.0116185230261241;0.0195810458232657;0.0134787960790097;0.00142630343391963;0.000336457449040894;0.0080058047213571;0.0152689762898265;0.00215635877484788;0.00290136720336923;0.0291873647011872;0.00760023336236484;0.0152233702126565;0.0117337818578989;0.000614920339631493;0.000533210511940517;0.000470686038694481;0.000590209022962029;0.00172954406456152;0.000179664132657344;0.00636758511662017;0.000620915275679534;0.000439990363481573;0.000234837924545952;0.000210243029523474;3.93755819035505e-05
0.0789715833626489;0.19176393202384;0.121450974664843;0.0440842041965437;0.0271404367117206;0.0436112927159442;0.150537587748506;0.129043031588167;0.0892403162680271;0.114023890540649;0.0323538890804642;0.163393785549109;0.112452893324282;0.0699627452349421;0.0278132615147198;0.0236596715324235;0.0931397466260725;0.0620079139538601;0.107884455560267;0.28448661239821;0.03076502051306;0.181925003955877;0.10839837253243;0.0579744312762485;0.0307823282597416;0.0254487596566308;0.123941790216668;0.0721558152413793;0.0955103598613253;0.253561462057404;0.00934892811029954;0.00580472952725773;0.00214902647812299;0.00182979696764902;0.000139313479451078;0.00150784621146872;0.00346488999303118;0.00637756200618215;0.00078869477321929;0.0223478807211057;0.00822636295279439;0.00474229901403446;0.00287916050842522;0.000850760839348053;0.000196603270455354;0.00130085141610938;0.000710890330059576;0.00427965321836009;0.000315314805957495;0.0158490249499819;0.000263371466542004;0.00029835843902049;7.4137660044669e-05;0.000330802927772399;0.000118330604023081;0.000112609709172835;0.00113762738541807;0.00049582224273068;0.000466401544647211;0.000641457552310873
0.0132453224088145;4.37557410546771e-09;1.156725708746e-17;1.03279020225946e-07;0.0293966415024229;0.276821783082953;0.17866553410039;0.165487930157365;0.307812512434868;0.0258383359809264;0;0;0.00588095561362482;0.0387666794089588;0.00264649067744728;0.0614246322696243;0.00640379900997685;0.0671315343019229;0.492544509635458;0.323918962550819;0.00243996489776879;0;0.0126589326948814;0.0329252446823709;0.00443960449267314;0.127352792136744;0.0581364684601006;0.0825142456171119;0.429667467419645;0.249611965578135;0;0;0.00203818390129109;0.0125242340263952;0.0105247530831606;0.0422675051605776;0.0462867383198211;0.0170355010745901;0.0461919145217816;0.0734606437367046;0.0026109340409527;0;0.00359053336806197;0.0107643493978102;0.00899788832372852;0.0165507941094747;0.0186217097918087;0.013101584393385;0.023028032117698;0.050178485001991;0;0;7.20795841258512e-05;0.000581873570442884;0.000699205497738289;0.00918159898846115;0.0136492941150205;0.000885528760942729;0.00467262659554456;0.00343191102799518
